Record_ID,Year,Month,Day,Decimal_latitude,Decimal_longitude,Country,Study_area,Location,Depth,Replicate,Data provider,Project,Coris_julis,Epinephelus_marginatus,Fistularia_commersonii,Serranus_cabrilla,Sparisoma_cretense,Siganus_luridus,Siganus_rivulatus,Sarpa_salpa,Serranus_scriba,Thalassoma_pavo,Pterois_miles,Stephanolopis_diaspros,Parupeneus_forskali,Pempheris_rhomboidea,Torquigener_flavimaculosus
1469,2016,8,25,37.49528,8.883056,TN,Galite,La Fauchelle,21_30,4,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1470,2016,9,23,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,1,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,19,0,0,0,0,0,0,25,15,0,0,0,0,0,0
1471,2016,9,26,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,1,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,12,0,0,0,0,0,0,35,16,0,0,0,0,0,0
1472,2016,9,23,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,2,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,22,0,0,0,0,0,0,40,12,0,0,0,0,0,0
1473,2016,9,26,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,2,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,20,0,0,0,0,0,0,30,13,0,0,0,0,0,0
1474,2016,9,23,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,3,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,17,0,0,0,0,0,0,30,19,0,0,0,0,0,0
1475,2016,9,26,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,3,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,25,0,0,0,0,0,0,25,8,0,0,0,0,0,0
1476,2016,9,23,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,4,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,28,0,0,0,0,0,0,20,8,0,0,0,0,0,0
1477,2016,9,26,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,4,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,23,0,0,0,0,0,0,0,18,0,0,0,0,0,0
1478,2016,9,23,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,1,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,27,0,0,0,0,0,0,30,13,0,0,0,0,0,0
1479,2016,9,26,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,1,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,32,0,0,0,0,0,0,30,10,0,0,0,0,0,0
1480,2016,9,23,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,2,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,36,0,0,0,0,0,0,30,9,0,0,0,0,0,0
1481,2016,9,26,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,2,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,43,0,0,0,0,0,0,20,10,0,0,0,0,0,0
1482,2016,9,23,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,3,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,20,0,0,0,0,0,0,20,21,0,0,0,0,0,0
1483,2016,9,26,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,3,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,35,0,0,0,0,0,0,30,20,0,0,0,0,0,0
1484,2016,9,23,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,4,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,34,0,0,0,0,0,0,40,16,0,0,0,0,0,0
1485,2016,9,26,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,4,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,31,0,0,0,0,0,0,15,20,0,0,0,0,0,0
1486,2016,9,23,43.507528,16.389361,HR,Split,Marjan,1_3,1,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,15,0,0,0,0,0,0,10,10,0,0,0,0,0,0
1487,2016,9,26,43.507528,16.389361,HR,Split,Marjan,1_3,1,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,12,0,0,0,0,0,0,10,7,0,0,0,0,0,0
1488,2016,9,23,43.507528,16.389361,HR,Split,Marjan,1_3,2,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,12,0,0,0,0,0,0,20,8,0,0,0,0,0,0
1489,2016,9,26,43.507528,16.389361,HR,Split,Marjan,1_3,2,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,14,0,0,0,0,0,0,10,7,0,0,0,0,0,0
1490,2016,9,23,43.507528,16.389361,HR,Split,Marjan,1_3,3,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,10,0,0,0,0,0,0,40,12,0,0,0,0,0,0
1491,2016,9,26,43.507528,16.389361,HR,Split,Marjan,1_3,3,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,15,0,0,0,0,0,0,45,5,0,0,0,0,0,0
1492,2016,9,23,43.507528,16.389361,HR,Split,Marjan,1_3,4,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0
1493,2016,9,26,43.507528,16.389361,HR,Split,Marjan,1_3,4,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,12,0,0,0,0,0,0,2,9,0,0,0,0,0,0
1494,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,1_3,1,University of Malta,CIESM Tropical signals,2,0,0,0,1,0,0,12,0,0,0,0,0,0,0
1495,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,1_3,2,University of Malta,CIESM Tropical signals,2,0,0,0,5,0,0,8,3,3,0,0,0,0,0
1496,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,1_3,3,University of Malta,CIESM Tropical signals,2,0,0,0,0,0,0,8,4,4,0,0,0,0,0
1497,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,1_3,4,University of Malta,CIESM Tropical signals,3,0,0,0,5,0,0,25,6,5,0,0,0,0,0
1498,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,11_20,1,University of Malta,CIESM Tropical signals,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1499,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,11_20,2,University of Malta,CIESM Tropical signals,2,1,0,0,4,0,0,0,4,2,0,0,0,0,0
1500,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,11_20,3,University of Malta,CIESM Tropical signals,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0
1501,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,11_20,4,University of Malta,CIESM Tropical signals,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1502,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,21_30,1,University of Malta,CIESM Tropical signals,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1503,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,21_30,2,University of Malta,CIESM Tropical signals,4,0,0,4,1,0,0,0,3,0,0,0,0,0,0
1504,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,21_30,3,University of Malta,CIESM Tropical signals,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1505,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,21_30,4,University of Malta,CIESM Tropical signals,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1506,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,5_10,1,University of Malta,CIESM Tropical signals,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1507,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,5_10,2,University of Malta,CIESM Tropical signals,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1508,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,5_10,3,University of Malta,CIESM Tropical signals,3,0,0,0,3,0,0,0,4,1,0,0,0,0,0
1509,2016,9,16,35.9887,14.327666,MT,Malta,Cirkewa,5_10,4,University of Malta,CIESM Tropical signals,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0
1510,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,1_3,1,University of Malta,CIESM Tropical signals,0,0,0,1,1,0,0,0,6,6,0,0,0,0,0
1511,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,1_3,2,University of Malta,CIESM Tropical signals,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0
1512,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,1_3,3,University of Malta,CIESM Tropical signals,0,0,0,0,6,0,0,2,2,2,0,0,0,0,0
1513,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,1_3,4,University of Malta,CIESM Tropical signals,0,0,0,3,6,0,0,0,4,4,0,0,0,0,0
1514,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,11_20,1,University of Malta,CIESM Tropical signals,2,0,0,1,0,0,0,4,1,1,0,0,0,0,0
1515,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,11_20,2,University of Malta,CIESM Tropical signals,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1516,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,11_20,3,University of Malta,CIESM Tropical signals,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0
1517,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,11_20,4,University of Malta,CIESM Tropical signals,3,0,0,2,2,0,0,0,5,0,0,0,0,0,0
1518,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,21_30,1,University of Malta,CIESM Tropical signals,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
1519,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,21_30,2,University of Malta,CIESM Tropical signals,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1520,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,21_30,3,University of Malta,CIESM Tropical signals,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1521,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,21_30,4,University of Malta,CIESM Tropical signals,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1522,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,5_10,1,University of Malta,CIESM Tropical signals,1,0,0,0,2,0,0,0,2,3,0,0,0,0,0
1523,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,5_10,2,University of Malta,CIESM Tropical signals,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0
1524,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,5_10,3,University of Malta,CIESM Tropical signals,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0
1525,2016,9,17,36.0531,14.188566,MT,Malta,Dwejra,5_10,4,University of Malta,CIESM Tropical signals,3,0,0,1,2,0,0,0,1,5,0,0,0,0,0
1526,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,1_3,1,University of Malta,CIESM Tropical signals,7,0,0,0,12,0,0,15,2,8,0,0,0,0,0
1527,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,1_3,2,University of Malta,CIESM Tropical signals,7,0,0,0,10,0,0,0,20,0,0,0,0,0,0
1528,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,1_3,3,University of Malta,CIESM Tropical signals,4,0,0,0,9,0,0,22,1,3,0,0,0,0,0
1529,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,1_3,4,University of Malta,CIESM Tropical signals,7,0,0,0,6,0,0,8,5,11,0,0,0,0,0
1530,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,11_20,1,University of Malta,CIESM Tropical signals,3,0,0,1,1,0,0,0,2,1,0,0,0,0,0
1531,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,11_20,2,University of Malta,CIESM Tropical signals,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1532,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,11_20,3,University of Malta,CIESM Tropical signals,4,0,0,0,5,0,0,0,2,0,0,0,0,0,0
1533,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,11_20,4,University of Malta,CIESM Tropical signals,2,0,0,0,2,0,0,5,3,0,0,0,0,0,0
1534,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,21_30,1,University of Malta,CIESM Tropical signals,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1535,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,21_30,2,University of Malta,CIESM Tropical signals,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1536,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,21_30,3,University of Malta,CIESM Tropical signals,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1537,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,21_30,4,University of Malta,CIESM Tropical signals,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1538,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,5_10,1,University of Malta,CIESM Tropical signals,6,0,0,0,14,0,0,4,7,4,0,0,0,0,0
1539,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,5_10,2,University of Malta,CIESM Tropical signals,2,0,0,0,5,0,0,0,5,0,0,0,0,0,0
1540,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,5_10,3,University of Malta,CIESM Tropical signals,3,0,0,0,4,0,0,0,5,3,0,0,0,0,0
1541,2016,9,24,35.923983,14.3366,MT,Malta,Gnejna,5_10,4,University of Malta,CIESM Tropical signals,5,0,0,0,2,0,0,0,7,1,0,0,0,0,0
1542,2016,9,6,37.51861,8.936111,TN,Galite,Baie de Pasque,21_30,1,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
1543,2016,9,6,37.51861,8.936111,TN,Galite,Baie de Pasque,21_30,2,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,1,0,0,2,0,0,0,20,0,0,0,0,0,0,0
1544,2016,9,6,37.51861,8.936111,TN,Galite,Baie de Pasque,21_30,3,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1545,2016,9,6,37.51861,8.936111,TN,Galite,Baie de Pasque,21_30,4,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1546,2016,9,5,37.53306,8.965833,TN,Galite,Pointe de Siroq,21_30,1,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1547,2016,9,5,37.53306,8.965833,TN,Galite,Pointe de Siroq,21_30,2,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1548,2016,9,5,37.53306,8.965833,TN,Galite,Pointe de Siroq,21_30,3,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,2016,9,5,37.53306,8.965833,TN,Galite,Pointe de Siroq,21_30,4,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
1550,2016,9,6,37.53806,8.914167,TN,Galite,Pointe du Faucon,21_30,1,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1551,2016,9,6,37.53806,8.914167,TN,Galite,Pointe du Faucon,21_30,2,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1552,2016,9,6,37.53806,8.914167,TN,Galite,Pointe du Faucon,21_30,3,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,2016,9,6,37.53806,8.914167,TN,Galite,Pointe du Faucon,21_30,4,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
1554,2016,9,5,37.55389,8.944444,TN,Galite,Pollastro,11_20,1,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1555,2016,9,5,37.55389,8.944444,TN,Galite,Pollastro,11_20,2,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,2016,9,5,37.55389,8.944444,TN,Galite,Pollastro,11_20,3,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,1,0,0,2,0,0,0,10,0,0,0,0,0,0,0
1557,2016,9,5,37.55389,8.944444,TN,Galite,Pollastro,11_20,4,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1558,2016,10,13,38.166483,-0.487267,ES,Tabarka,Cantera,1_3,1,Universidad de Alicante,CIESM Tropical signals,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1559,2016,10,13,38.166483,-0.487267,ES,Tabarka,Cantera,1_3,2,Universidad de Alicante,CIESM Tropical signals,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0
1560,2016,10,13,38.166483,-0.487267,ES,Tabarka,Cantera,1_3,3,Universidad de Alicante,CIESM Tropical signals,1,0,0,0,0,0,0,65,0,1,0,0,0,0,0
1561,2016,10,13,38.166483,-0.487267,ES,Tabarka,Cantera,1_3,4,Universidad de Alicante,CIESM Tropical signals,6,0,0,0,0,0,0,45,1,0,0,0,0,0,0
1562,2016,10,13,38.166133,-0.475566,ES,Tabarka,Puerto,1_3,1,Universidad de Alicante,CIESM Tropical signals,0,0,0,3,0,0,0,17,3,2,0,0,0,0,0
1563,2016,10,13,38.166133,-0.475566,ES,Tabarka,Puerto,1_3,2,Universidad de Alicante,CIESM Tropical signals,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0
1564,2016,10,13,38.166133,-0.475566,ES,Tabarka,Puerto,1_3,3,Universidad de Alicante,CIESM Tropical signals,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0
1565,2016,10,13,38.166133,-0.475566,ES,Tabarka,Puerto,1_3,4,Universidad de Alicante,CIESM Tropical signals,0,1,0,0,0,0,0,45,3,22,0,0,0,0,0
1566,2016,10,21,38.166133,-0.475566,ES,Tabarka,Puerto,5_10,1,Universidad de Alicante,CIESM Tropical signals,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1567,2016,10,21,38.166133,-0.475566,ES,Tabarka,Puerto,5_10,2,Universidad de Alicante,CIESM Tropical signals,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1568,2016,10,21,38.166133,-0.475566,ES,Tabarka,Puerto,5_10,3,Universidad de Alicante,CIESM Tropical signals,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1569,2016,10,21,38.166133,-0.475566,ES,Tabarka,Puerto,5_10,4,Universidad de Alicante,CIESM Tropical signals,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1570,2016,10,14,38.163883,-0.4653,ES,Tabarka,Punta Falc??,1_3,1,Universidad de Alicante,CIESM Tropical signals,17,0,0,0,0,0,0,20,2,13,0,0,0,0,0
1571,2016,10,14,38.163883,-0.4653,ES,Tabarka,Punta Falc??,1_3,2,Universidad de Alicante,CIESM Tropical signals,5,0,0,0,0,0,0,0,1,5,0,0,0,0,0
1572,2016,10,14,38.163883,-0.4653,ES,Tabarka,Punta Falc??,1_3,3,Universidad de Alicante,CIESM Tropical signals,5,1,0,0,0,0,0,0,3,9,0,0,0,0,0
1573,2016,10,14,38.163883,-0.4653,ES,Tabarka,Punta Falc??,1_3,4,Universidad de Alicante,CIESM Tropical signals,2,0,0,0,0,0,0,200,4,7,0,0,0,0,0
1574,2016,10,21,38.163883,-0.4653,ES,Tabarka,Punta Falc??,5_10,1,Universidad de Alicante,CIESM Tropical signals,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0
1575,2016,10,21,38.163883,-0.4653,ES,Tabarka,Punta Falc??,5_10,2,Universidad de Alicante,CIESM Tropical signals,2,0,0,0,0,0,0,0,7,3,0,0,0,0,0
1576,2016,10,21,38.163883,-0.4653,ES,Tabarka,Punta Falc??,5_10,3,Universidad de Alicante,CIESM Tropical signals,2,2,0,0,0,0,0,0,5,2,0,0,0,0,0
1577,2016,10,21,38.163883,-0.4653,ES,Tabarka,Punta Falc??,5_10,4,Universidad de Alicante,CIESM Tropical signals,2,1,0,0,0,0,0,35,3,2,0,0,0,0,0
1578,2016,10,19,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,1,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,14,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1579,2016,10,19,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,2,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1580,2016,10,19,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,3,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,17,0,0,0,0,0,0,1,9,0,0,0,0,0,0
1581,2016,10,19,43.482667,16.321056,HR,Split,Ciovo Jug,1_3,4,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,30,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1582,2016,10,19,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,1,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,16,0,0,0,0,0,0,110,12,0,0,0,0,0,0
1583,2016,10,19,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,2,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,29,0,0,0,0,0,0,90,11,0,0,0,0,0,0
1584,2016,10,19,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,3,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,26,0,0,0,0,0,0,15,13,0,0,0,0,0,0
1585,2016,10,19,43.489667,16.385611,HR,Split,Ciovo Punta,1_3,4,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,12,0,0,0,0,0,0,30,15,0,0,0,0,0,0
1586,2016,10,19,43.507528,16.389361,HR,Split,Marjan,1_3,1,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,19,0,0,0,0,0,0,0,14,0,0,0,0,0,0
1587,2016,10,19,43.507528,16.389361,HR,Split,Marjan,1_3,2,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0
1588,2016,10,19,43.507528,16.389361,HR,Split,Marjan,1_3,3,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,16,0,0,0,0,0,0,20,12,0,0,0,0,0,0
1589,2016,10,19,43.507528,16.389361,HR,Split,Marjan,1_3,4,"Institute of Oceanography and Fisheries, Split, Croatia",CIESM Tropical signals,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1590,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,1_3,1,University of Malta,CIESM Tropical signals,3,1,0,0,6,0,0,20,2,7,0,0,0,0,0
1591,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,1_3,2,University of Malta,CIESM Tropical signals,3,0,0,1,0,0,0,25,1,5,0,0,0,0,0
1592,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,1_3,3,University of Malta,CIESM Tropical signals,1,0,0,0,1,0,0,0,3,10,0,0,0,0,0
1593,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,1_3,4,University of Malta,CIESM Tropical signals,3,1,0,0,8,0,0,0,5,5,0,0,0,0,0
1594,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,11_20,1,University of Malta,CIESM Tropical signals,4,1,0,0,1,0,0,35,3,0,0,0,0,0,0
1595,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,11_20,2,University of Malta,CIESM Tropical signals,7,0,0,0,4,0,0,2,5,5,0,0,0,0,0
1596,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,11_20,3,University of Malta,CIESM Tropical signals,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1597,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,11_20,4,University of Malta,CIESM Tropical signals,2,0,0,0,6,0,0,4,1,0,0,0,0,0,0
1598,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,21_30,1,University of Malta,CIESM Tropical signals,10,0,0,2,1,0,0,0,1,2,0,0,0,0,0
1599,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,21_30,2,University of Malta,CIESM Tropical signals,3,0,0,0,2,0,0,0,3,1,0,0,0,0,0
1600,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,21_30,3,University of Malta,CIESM Tropical signals,5,0,0,1,0,0,0,0,2,1,0,0,0,0,0
1601,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,21_30,4,University of Malta,CIESM Tropical signals,4,1,0,2,3,0,0,0,0,1,0,0,0,0,0
1602,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,5_10,1,University of Malta,CIESM Tropical signals,6,0,0,0,2,0,0,26,4,10,0,0,0,0,0
1603,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,5_10,2,University of Malta,CIESM Tropical signals,5,0,0,0,1,0,0,16,4,1,0,0,0,0,0
1604,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,5_10,3,University of Malta,CIESM Tropical signals,4,4,0,1,0,0,0,0,3,4,0,0,0,0,0
1605,2017,7,5,35.9887,14.327666,MT,Malta,Cirkewa,5_10,4,University of Malta,CIESM Tropical signals,5,0,0,0,4,0,0,0,2,4,0,0,0,0,0
1606,2017,7,16,36.0531,14.188566,MT,Malta,Dwejra,1_3,1,University of Malta,CIESM Tropical signals,3,0,0,0,6,0,0,0,2,2,0,0,0,0,0
1607,2017,7,16,36.0531,14.188566,MT,Malta,Dwejra,1_3,2,University of Malta,CIESM Tropical signals,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0
1608,2017,7,16,36.0531,14.188566,MT,Malta,Dwejra,1_3,3,University of Malta,CIESM Tropical signals,3,0,0,0,3,0,0,0,1,2,0,0,0,0,0
1609,2017,7,16,36.0531,14.188566,MT,Malta,Dwejra,1_3,4,University of Malta,CIESM Tropical signals,1,2,0,0,15,0,0,0,9,1,0,0,0,0,0
1610,2017,7,16,36.0531,14.188566,MT,Malta,Dwejra,11_20,1,University of Malta,CIESM Tropical signals,2,0,0,0,2,0,0,50,2,0,0,0,0,0,0
